label,statement
0,"Democrats are voting to add an army of 87,000 IRS agents who will target middle class taxpayers and conduct at least 1 million more audits each year."
1,"Under Abbott, Texas leads the nation in rape offenses while the rate of arrests for rape has fallen by nearly HALF."
1,Dallet has talked about her interest in advocating for policies that need to be changed to achieve her political objectives.
0,"My dad, when I got elected vice president, he said, 'Joey, Uncle Frank fought in the Battle of the Bulge.' And he won the Purple Heart. And he never received it. He never  he never got it. Do you think you could help him get it? We'll surprise him. Uncle Frank, you won this. And I want to   I don't want the damn thing. What's the matter, Uncle Frank? You earned it. Yeah, but the others died. The others died. I lived. I don't want it."
1,"China, my understanding is, supplies 4 percent of the steel in the U.S."
0,"This is the post-Obama phone era, this is the era where people are given smartphones when they cross the border and enter our country. So, there's a tremendous amount of information that everybody has, but of course not everybody has a cellphone, not everyone has the ability to look up that information on a website. This is the era where people are given smartphones when they cross the border and enter our country."
0,"If I had to guess the plot of this expletive up movie we're living through I would say we are about 14 hours from the arrival of the aliens. it was parody, which isn't surprising, but honestly it wouldn't be surprising if it was true either."
1,"Thirty years ago, the United States ranked sixth among advanced economies in the share of women in the workforce. You know where we are today? Twenty-three."
0,"New Jersey and Maryland produce more solar power than Florida, the Sunshine State. A bill that strips solar panel incentives is bad for homeowners, jobs and our environment. I'll be a governor that promotes the use of solar energy, not one who cozies up to the Big Utilities. Florida was hardly doing any solar energy production."
1,The United States is the ONLY industrialized country without universal healthcare.
1,"ÒWalz, he's a radical progressiveÓ who wants Óopen borders.Ó Tim Walz signed a bill to give driver's license to illegal immigrants in Minnesota, he wanted health care for illegal immigrants in Minnesota, that man is incredibly leftist."
1,James Bowie was a slave trader with his brother. Stephen F. Austin did nothing to stop slavery being brought into the state of Texas.
1,"I want to be very clear that our decision to re-engage sectors is going to be based on the best facts and the best science, and what facts and science have told us is that re-engaging our state too soon or too fast will lead to a second wave of COVID-19 in Michigan. During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic."
0,"Under the current regime, the focus has been on everything except academics. Student learning, and therefore student test scores, plummeted. Even before COVID, under the current regime, over half of Arizona students were not proficient in reading or math. Under Hoffman, student test scores plummeted. Even before COVID, under the current regime, over half of Arizona students were not proficient in reading or math."
0,"On the election of 2020, I have answered this question directly a million times: No. I think there were serious problems in  Did Donald Trump lose the election? Not by the words that I would use, OK? I really couldn't care less if you agree or disagree with me on this issue. I'm focused on the future. No. 
Did Donald Trump lose the election? Not by the words that I would use, OK?"
0,"In my first year in office, Aurora homicides went down by 40%. While crime is exploding under anti-police politicians, I have suppressed crime in Aurora. Send me to Springfield and I'll do the same thing across all Illinois."
0,"If Texas decides they want to do that, they can do that.  If that whole state says, 'We don't want to be part of America anymore,' I mean, that's their decision to make. What I do think they have the right to do is have the power to protect themselves and do all that. Texas has talked about seceding for a long time. The Constitution doesn't allow for that. But what I will say is  where's that coming from? That's coming from the fact that people don't think that the government is listening to them."
1,The surface area of Texas cities is only 4%. So you've got 74% of the folks in Texas crammed into 4% of the land.
0,You say detention is used when you're not sure if they're going to show up for hearings. The vast majority of individuals that we're releasing out are not showing up for hearings. the vast majority of individuals that we're releasing out are not showing up for hearings.
1,"Since 1938, the minimum wage has been raised 23 times. It was raised 21 times during Democratic congresses, and only twice during Republican ones."
0,Takes less than 5 minutes and zero documentation to get approved as an illegal immigrant and be flown to the United States with air tickets paid for by the American taxpayer. be flown to the United States with air tickets paid for by the American taxpayer. zero documentation get approved as an illegal immigrant and be flown to the United States with air tickets paid for by the American taxpayer.
1,Gun violence is now the No. 1 cause for death of children in our nation. And a heartbreaking 1 in 5 Americans has lost a family member to gun violence.  Black people are only 13% of Americaâ's population but more than 60% of homicide victims from gun violence.
1,Can I be blunt? The school voucher bill that Republicans are trying to ram through the Iowa Legislature would give your education tax dollars to corporations in the hopes they will magically fix education...
1,"If out-of-state drivers paid the gas tax, they would contribute $73 million to fix our roads."
0,"All of the things that are happening with votes by mail, I am not going to say which party does it, but thousands of votes are gathered and they are coming and they are dumped in a location and then all of a sudden you lose elections that you think you are going to win.  April 8, 2020, coronavirus press briefing"
0,"doesn't actually fight for the middle class.  Instead, he fights for himself and his billionaire friends. intends to enact what, in effect, is a national sales tax  call it a Trump tax  that would raise prices on middle-class families by almost $4,000 a year. Trump intends to enact what, in effect, is a national sales tax  call it a Trump tax  that would raise prices on middle-class families by almost $4,000 a year."
0,"He's had a bad year. He's had 52 weeks of bad weeks. People are 7% poorer now because of Biden inflation. Gasoline prices are, what, 50% higher than they were when he took office. The border is a mess. COVID was resurgent, but he didn't have in place the tests people needed to keep themselves safe. And then, of course, there was the disaster in Afghanistan. Russia's now threatening Ukraine. Things are not going well. People are 7% poorer now because of Biden inflation."
1,"Over 50% of the people now in the House and the state Senate have not been born in Virginia. And most of them, completely new. They're not even Virginians by grace yet."
1,You've had over 2 million women drop out of the workforce during this pandemic.
1,"Nelson skipped 45 percent of the hearings on national security. National security! Bill Nelson doesn't write laws, he doesn't even show up."
0,"The United States has a long, storied history of conducting false flag operations in pursuit of its own political agenda. It looks like we have the makings of yet another false flag operation, this time in the far-flung land of Ukraine, where Biden and his cronies are desperately trying to cook up more conflict to distract from their monumental failures here in America  We're not saying we know what happened here, or that this was a false flag. All I'm saying in my report is that we have a journalistic duty to question what we're told, rather than straightaway accept it as fact. Everyone is ignoring the whole point. As usual, OAN does not provide any evidence for their claim. The attack on the Mariupol hospital had the makings of yet another false flag operation by the U.S."
0,Gaetz vs. Jones campaign events. Keep Gaetz fighting.
1,"There was a little girl in California who was part of the second class to integrate her public schools, and she was bused to school every day. And that little girl was me, said Harris. I was part of the second class to integrate Berkeley, California, public schools almost two decades after Brown v. Board of Education."
1,"Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses."
1,"When I ran for Congress, I promised to refuse money from corporate PACs. I've kept that promise."
1,Republicans have had more African-Americans on key committees than when the Democrats were in control.
0,"You start with the most violent criminals in our country. There was a zero-tolerance policy during the Trump administration, and that led to less family separation than under Kamala Harris' border policies. That's what's so striking about this. Actually enforcing our border is the most humane thing, for children and certainly for American citizens. There was a zero-tolerance policy during the Trump administration, and that led to less family separation than under Kamala Harris' border policies."
1,"We have a GOP-controlled legislature that is so power-hungry they are allowing the head of the Natural Resources Board to serve months after his term expired, and are refusing to vote on seating his replacement. In fact, they've refused to act on at least 150 Evers appointees."
1,The vast majority of Americans believe that climate change is real and we need to do something about it.
1,We deserve better than a Senator who voted against capping the price of insulin and supports gutting Social Security and Medicare. Rubio helped write the law to raise prescription prices.
0,"I'd rather have my children playing rugby now, for health reasons, than I would have them playing football. Fewer people get hurt playing rugby."
1,"In stopping crime and holding criminals accountable, Supreme Court Justice Cheri Beasley has failed us. A teen murderer? She vacated the death sentence. An armed kidnapper? Beasley voted to reverse the conviction. An armed double-murderer? She voted for an early release. Time after time and case after case, Cheri Beasley protected criminals not victims. How can we trust her to protect our families?"
1,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%."
0,voted to sell American oil to China. It can be really difficult even to keep track of where that specific oil goes.
0,Dr. Phil & Dr. Oz discuss how Martha Stewart's 20 second ritual for restoring forgotten memories has gone viral. the breakthrough product Martha produced is called Eagle Hemp Gummies CBD. they don't endorse CBD products. I tested some of the products sold online that falsely claim to have my endorsement and that a lab testing showed high lead levels.
0,Lights go off and it deliberately steers towards the bridge supports. Foreign agents of the USA attack digital infrastructures. Nothing is safe.
0,"Billionaires in America  there's 789 or thereabouts. You know what average federal income tax they pay? 8%. Every one of you have a job in which you pay more than 8% in taxes  every single one of you. If you're a cop, a teacher, a firefighter, union worker, you probably pay two to three times that."
0,"Japan Drops All Vaxxine Mandates, Places Myocarditis Warning on Label. Although we encourage all citizens to receive the COVID-19 vaccination, it is not compulsory or mandatory. Forged in the aftermath of World War II, Japan's Constitution enshrines civil liberties. For practical purposes, that means it hasn't deployed lockdowns or compulsory mask rules as part of its pandemic approach. It's taken the same approach to vaccination, with the health ministry discouraging discrimination against the unvaccinated and shot requirements in the workplace."
1,"""Unfortunately, as two recent studies show, state and local election administrators have not adequately prioritized or fully implemented this critical voter protection legislation,"" Jonathan Becker wrote.""The vast majority of colleges in New York state do not have on-campus poll sites and there has been almost no change since the passage of this legislation""."
0,"Surprise, Ron was a big lockdown governor on the China virus, sealing all beaches and everything else for an extended period of time. Remember, I left that decision up to the governors. They actually encourage people to get fresh air. They just don't want you congregating in big groups."
0,"The same people that raided Israel are pouring into our once beautiful USA, through our totally open southern border, at record numbers. Are they planning an attack within our country? Crooked Joe Biden and his boss Barack Hussein Obama did this to us! the same people that raided Israel are pouring into our once beautiful USA, through our TOTALLY OPEN SOUTHERN BORDER, at Record Numbers."
0,"the credible fear standard more expeditiously It takes six years right now to process an asylum claim once someone has entered this country. And one of the problems is that the bar to qualify initially and establish a case of credible fear is relatively low, something like 70% of migrants qualify who seek it. And the ultimate qualification for asylum, the percentage there, is only about 20%, and it's six years in between. I acknowledge that I misspoke. The number is closer to 30% or higher. only about 20%"" qualify for it."
0,"did more to lower costs and expand access to health care than any action since the passage of the Affordable Care Act. It made quality coverage more affordable than ever, with families saving an average of $2,400 on their annual premiums, and four out of five consumers finding quality coverage for under $10 a month. four out of five consumers are finding quality coverage for under $10 a month."
1,"In the first three quarters of 2022, the railroad industry made $21 billion in profits, provided $25 billion in stock buybacks and dividends. CEOs are paid up to $20 million a year, while railroad workers have ""zero guaranteed sick leave."" "
1,"Just a reminder to New York... Marco Rubio and Ron DeSantis (who was then in Congress) voted against aid for Hurricane Sandy. But because we are New York, we care about everyone."
1,No African-Americans presented the state budget to the House Budget Committee.
0,"They call it an insurrection. But what really happened January 6th? Were FBI agents used as political agitators? They call"" Jan. 6 ""an insurrection,"" but ""were FBI agents used as political agitators?"
0,"Food crops can be engineered right now based on existing technology to cause infertility in Black people alone. That technology is a reality. If you're Black and you're watching this, the government is at war with you. What's disturbing is that this technology can be fine-tuned to target a specific race of humans who eat the food. Every layer of this is stacked on things that don't happen. To include a race-specific component seems beyond our capabilities, because it's not clear that a race-specific reproductive gene exists."
0,"The provided text does not contain any direct quotes from Joe Biden. It primarily discusses comments made by Donald Trump regarding abortion and the context surrounding those comments. If you have another text or need assistance with something else, feel free to ask!"
1,"I actually in 2005 ran on Medicare for all, the liberal issue of making sure people can buy into health care that they can afford, Gillibrand told a crowd gathered in a New Hampshire coffee shop."
0,"Biden's strategy is very simple: Get as many illegals in the country as possible. Legalize them to create a permanent majority  a one-party state. That is why they are encouraging so much illegal immigration. Simple, yet effective. The long-term goal of the so-called 'Border Security' bill is enabling illegals to vote! It will do the total opposite of securing the border. They are not going to go register to vote and expose themselves. Get as many illegals in the country as possible. Legalize them to create a permanent majority."
1,"In the midst of the COVID-19 pandemic, more than 200,000 DACA recipients are essential infrastructure workers. Among these essential workers are 41,700 DACA recipients in the healthcare industry: doctors, intensive care nurses, paramedics, respiratory therapists -all of them in a suspended immigration status because (the) Dream Act is still a bill, not a law."
1,"Biden said Harris oversaw a police department that was abusing people's rights and did not disclose to defense attorneys when there was exculpatory evidence: She didn't do that. She never did it. And so, what happened? Along came a federal judge and said enough, enough, and he freed 1,000 of these people."
1,Governor Kate Brown wants to make Oregon's mask mandate PERMANENT.
1,"As of September 2018, there are 6,683 WV children in foster care, 1,415 of whom are legally eligible for adoption."
0,Why does the World Economic Forum have their own police force?
0,"It has often been repeated there is 'no evidence' of fraud in the 2020 Election. In actuality, there is no evidence Joe Biden won. Joe Biden needed them. Nowhere is there a smoking gun, conclusive evidence that there was fraud or illegal ballots cast for Joe Biden. What these claims don't take into account is that voter fraud is detectable, quantifiable and verifiable. I have yet to see anyone offer up 'evidence' of voter fraud from the 2020 election that provides these three things."
1,"Parson may say that he likes the idea of protections for pre-existing conditions, but he has done nothing to put in place effective, clear legislation that will provide these protections."
1,"The House tax bill does have a lot more permanent relief for middle income and even lower income families long term, permanently."
1,"A new bill introduced in the Missouri Legislature would put teachers on the sex offense registry if they 'contribute to social transition' of a trans youth -including pronouns, hair cuts, information, and more.This bill was created and really submitted to help parents and families and to help teachers."
0,"Mask mandates on children lead to learning loss that harms early childhood development. We have grave concerns that your Head Start Program Performance Standards rule requiring universal masking for all individuals two years of age and older and universal masking and vaccinations for staff, certain contractors, and volunteers will further exacerbate the ongoing challenges posed by the pandemic."
0,That's not just saving seniors money and taxpayers money. We cut the federal deficit by $160 billion because Medicare will no longer have to pay those exorbitant prices to Big Pharma. This year Medicare is negotiating lower prices for some of the costliest drugs. We cut the federal deficit by $160 billion because Medicare will no longer have to pay those exorbitant prices to Big Pharma. The legislation is saving seniors money and taxpayers money.
1,Unemployment dipped below 4% by the end of my first year in office. Now itâ's been below 4% for the longest stretch in 50 years in American history.
1,The impending work stoppage is unlawful and should come to an end.
0,"The provided text does not contain any direct quotes from Vice President Kamala Harris. It primarily discusses comments made by Ohio Sen. JD Vance and the context surrounding his statements. If you need quotes from Kamala Harris specifically, please provide a different text or context."
1,How is this still happening? How are our children still dying and why are we failing them? Gun violence is the number one killer of children and teens -it has overtaken cars.
1,"When he was acting commissioner, Putnam endorsed the Obama-Schumer Gang of Immigration amnesty."
1,"Ninety percent of NRA members are in favor of background checks, so the NRA is not in the place of most of its members. If you go back, you can see Wayne LaPierre, who runs the NRA, testifying before Congress in favor of background checks 15 or 20 years ago."
1,I donâ't care what letter is next to your name -I'll work with anyone to get results for Iowans. Thatâ's why I was named Iowaâ's most bipartisan member of Congress by @TheLugarCenter. I'm pleased to share that for the second year in a row I've been named the most bipartisan member of the Iowa congressional delegation by the Lugar Center and Georgetown Universityâ's McCourt School of Public Policy.
0,All 50 states have sex offender registries but Judge Jackson doesn't think perverts should have to register. She says it 'stigmatizes' THEM. She says it 'stigmatizes' THEM. doesn't think perverts should have to register as sex offenders.
0,"Joe Biden's margin of the less than 21,000 votes in Wisconsin was the tightest of any state in  Make no mistake, the Left knows exactly what's on the line in the Badger State this year."
0,"While other states took multiple drug companies to court over the opioid epidemic, Adam Laxalt took their campaign cash and used his office to block local attempts at holding one of the worst offenders accountable. Laxalt's only in it for himself. We should avoid actions that would let the companies under investigation pit Nevadans against Nevadans. campaign cash"" from drug companies ""and used his office to block local attempts at holding one of the worst offenders accountable. multiple drug companies to court over the opioid epidemic."
0,"You already know Ted Budd's family company screwed over North Carolina farmers. And Budd cosponsored a national abortion ban so out of the mainstream, it includes no exceptions for victims of rape or incest. And now this: Ted Budd voted to cut Medicare and Social Security and voted to raise the retirement age toowhich means if Ted Budd becomes our senator, you will be working more and earning less. The RSC budget always provides a breath of fresh air to the liberal leadership we currently have in the House.  I'm proud to work with RSC to advance conservative principles. It looks like the RSC 2017 budget does change Social Security and Medicare, though it comes down to what we mean by 'cutting' those programs. I cannot participate in enabling Washington's spending addiction. Ted Budd voted to cut Medicare and Social Security and voted to raise the retirement age, too."
0,"I would recuse myself from hearing cases brought by or against the Democratic Party of Wisconsin because of the money the party has put into my campaign. Voters can follow the facts  on Christmas Eve, one day after Dan Kelly recused himself, the Zignego family began contributing thousands of dollars to his campaign. $20,000 in contributions later, Dan Kelly decided to un-recuse himself so he could participate in the case."
1,America has around 300 million people. Joe Biden said 150 MILLION were lost to gun violence AND we just lost ANOTHER 120 million to covid-19. 
0,"is letting millions of people from jails, from prisons, from insane asylums, from mental institutions, drug dealers pour in. Venezuela, if you look at their crime statistics, they've gone down 72% in crime because they're releasing all their criminals into our country because of this horrible president that we have. millions"" of immigrants are pouring in from jails and mental institutions."
0,"come on in. Not only will you not be deported, but we'll treat you better than U.S. military veterans. Here's cash. Here's a cellphone. Here's a bus ticket. A plane ticket. They got one taste of their own sanctuary cities policy and they didn't like it. immigrants in the country illegally are treated better than military veterans."
0,Joe Biden flew hundreds of thousands of illegals into Florida last year. The fact is this program is authorized by this president and advances his extreme immigration policies by flying illegals into Florida which has been widely reported.
1,"Eric Toney is testing significantly less items than former AG Brad Schimel and is still taking longer to test many categories of key items in comparison to Schimel, including DNA."
1,"The #TaxCutsandJobsAct is delivering real results. Since passage, @Walmart increased their starting wage to $11/hr & has given about $400 million in bonuses."
1,"The aid, although it did arrive, it took the work of some senators in this room who had to pass additional laws to make sure that the Ukrainians did not lose out on $35 million additional dollars. Contrary to the president's tweet that all of the aid arrived and that it arrived ahead of schedule, that is not true. All of the aid has not arrived."
1,"Under federal law, Trump's felony convictions mean he can no longer possess guns."
1,"80% of the American people support our Dreamers. Over 70% think they should have a path to citizenship, and that's Democrats, Republicans, independents."
1,"Steve Chabot, a career politician who voted to strip away protections for people with pre-existing conditions."
0,"You go to a store, they don't have bread. We're like a third world country. They don't have bread."
1,At the end of the day we know mask mandates work. There's enough evidence out there between counties that have done it and counties that haven't.
1,There's 100 million people that have preexisting health conditions.
1,"Assemblywoman Linda Rosenthal, D-Manhattan, told the investigative news outlet ProPublica on Feb. 6 that ""each year, more than $1 billion is stolen from the pockets of hardworking New Yorkers by unscrupulous employers, often targeting the workers with the fewest resources to fight back."""
1,Freitas raked in thousands from the insurance industry and supports a plan letting insurance companies deny coverage for preexisting conditions like asthma or diabetes.
1,"The state of Maine passed an initiative that abolished the tip credit, Tedisco wrote in a blog post, but less than a year later reversed that decision due to restaurant employees organizing en masse against the measure after they saw a significant decrease in earnings."
0,"Flamin' Hot"" was the first-ever public screening of a film focused on the Hispanic community at the White House.
""Do you realize that 26 out of every 100 students in grades kindergarten through 12 speak Spanish? 24 of every 100 kids in school today speak Spanish. 26 out of every 100 students"" in K-12 speak Spanish."
0,"The law that Uvalde residents are seeking has already been ruled to be unconstitutional. There have been three court rulings since May that have made it clear that it is unconstitutional to ban someone between the ages of 18 and 20 from being able to buy an AR. So, it is clear that the gun control law that they're seeking in Uvalde, as much as they may want it, it has already been ruled to be unconstitutional. I think it would be a fair guess to say that the law is still in some jeopardy, but we just don't know and it's going to take some time for the case to work its way all the way back up. I think when you say it's clear something is unconstitutional, generally that would mean the Supreme Court has ruled on the specific question and made a decision one way or the other. Three court rulings since May 2022 have made it clear that it is unconstitutional to ban someone between the ages of 18 and 20 from being able to buy an AR."
0,I'm shocked.
0,"is heavily funded by the oil and gas industry, raking in more than $140,000 in donations from Big Oil and other energy interests in the short time he's been a candidate. The difference is whether or not a candidate is willing to do the fossil fuel industry's bidding. What we need to do is keep having those gas-guzzling cars, 'cause we got the good emissions under those cars. is heavily funded by the oil and gas industry, raking in more than $140,000 in donations from Big Oil and other energy interests. The amount of direct donations from the oil and gas industry to Walker's campaign is now about $190,"
0,"Experts said that to get inflation under control, we needed to drive up unemployment. We found a better way. Under my plan, unemployment has been under 4% for two full years now, and inflation has been at the pre-pandemic level of 2% over the last half year. Inflation has been at the pre-pandemic level of 2% over the last half year."
1,"America is 33rd in access to quality education, 33rd in child mortality and 31st in clean drinking water. But our stock market is up.  West Virginia is near last in the U.S. in these rankings. There are conditions in this state comparable to a 3rd world country. "
0,"There have been more illegal encounters under Biden than the previous two administrations combined. it's not possible"" to directly compare ""encounters"" across administrations ""simply because there were no 'encounters' during the Obama administration and during the majority of the Trump administration."
1,"Texans are suffering without power because those in power have failed us. State leaders don't get to say that they didn't see this coming. Energy experts and State House Dems, among others, were warning of this for years. Abbott chose to ignore the facts, the science and the tough decisions and now Texans will once again pay the price."
1,Taylor said DeWine  flip-flopped on the gun issue and has earned an F from the NRA. I
0,"The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn. Foxconn turned out to be just that. A con. We benefited from the work that had been done before, the ability to start to acquire large amounts of land and things like a electrical substation that exists there already.
"
1,"We cut Black child poverty in half in 2021 because of the child tax credit. Look, we need to help make that tax credit permanent now."
0,"I could not be happier"" about Trump tapping Kennedy.
very closely with him on exploring issues like vaccine efficacy.
""uncorrupted"" science when determining vaccine safety.
""need to have the courage to ask what is causing this explosion"" in autism and chronic illness.
""There's never been a placebo-controlled study on childhood vaccines. Not one."
1,The President's temporary payroll tax holiday... could leave American workers liable for thousands of dollars during tax season and could potentially leave programs like Social Security and Medicare weakened -or worse.
1,"""When I worked on the Affordable Care Act, I wrote the amendment that allows all young people to stay on their parents' health insurance until they turn 26. Overnight, millions of young Americans got health care."" Tammy Baldwin wrote in a May 5, 2024 X post, saying Hovde ""wants to rip it all up""."
1,"From the moment we passed that signature legislation, Mike Bloomberg called it a disgrace."
1,North Carolina is in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.
1,"In May 15 remarks at a national police memorial service at the U.S. Capitol, Biden told officers and other attendees, ""You risk your lives every day for the safety of the people you donâ't even know. Thatâ's why each of you, each and every one of you, is a hero. Itâ's no accident that violent crime is near a record 50-year low."
1,"You look at today, only half the 30-year-olds are doing better than their parents were at age 30. When I was being raised, it was 90%."
1,"The number of people who just got their voting rights restored in Florida is greater than the populations of Wyoming, Vermont, Alaska, North Dakota, South Dakota, Delaware, Rhode Island, Montana, Maine and New Hampshire."
0,would be a huge payday for Chinese manufacturing would fill our streets with cars made with Chinese parts.
1,Fifty percent of our West Virginia budget was for lower education.
1,"Buttigieg said Walz delivered paid family leave in Minnesota but 'Republicans are blocking' a Biden-Harris proposal. ""So, if you want to talk about promoting children, promoting family, put your money where your mouth is."". ""Same with a lot of other policies, like, I don't know, paid family leave, something that Tim Walz delivered in Minnesota, something that the Biden-Harris administration sought to deliver for the American people. Right now, Republicans are blocking it, but that's something that they could certainly change their tune on, but they haven't.""
"
0,"Arizona House bill would decertify three counties in Arizona,"" - David J. Harris
""it could effectively recall the Biden electors."" - David J. Harris
""There is no mechanism for such a thing under the law,"" - Chris Krebs
""Here's the thing: you're the mark. They want your money, they want your rage, they want you turning out, protesting, & threatening officials. You're a pawn. Nothing more."" - Chris Krebs
""This argument is not legally sound,"" - Rick Hasen
""I would not take Finchem's assertions seriously,"" - Paul Bender
""obviously unconstitutional and profoundly unwise"" - Rusty Bowers"
0,"She's talking about what, voting rights? That we have less voting rights here? What about in Kenya, where pregnant women can't leave the house, so they absolutely have no constructive right to vote?"
0,"Look, only in Washington can you cut funding, add a pay-for to a new spending measure, and they say it's terrible for the deficit. Only in Washington can you cut funding, add a pay-for to a new spending measure, and they say it's terrible for the deficit."
1,Not even Nancy Pelosi is open to abolishing ICE. But Beto is.
1,"The average hospital stay for a case of COVID-19 costs about $17,064. The vaccine is free."
1,"This is one of those facts that you are able to disarm liberals about. Listen, Texas has one of the top five states in the nation for high school graduation rate. More kids are graduating from high school, more kids are graduating from college than ever before."
1,Did you know Biden wants to get rid of something called stepped up basis??? How does this affect you! When your parents pass and leave you the family house normally you would inherit that property at what it is worth today. If you were to sell that house you would only pay taxes on the gain from what it is worth today and what it sells for.
0,"We are looking into suspending Ukraine Propagandist Zelenskyy's account. Musk has repeatedly criticized Zelenskyy on X, but when he does, he spells the president's last name with a single 'y' at the end."
0,Kamala is so radical she even wants to legalize fentanyl. She's so radical she even wants to legalize fentanyl right away. Harris wants to 'legalize' fentanyl. Harris 'wants' to legalize fentanyl as president. Kamala is so radical she even wants to legalize fentanyl.
0,"a big proponent of this defund the police movement. liberals want to defund our police stop Tony Evers, Joe Biden, and the liberals' from doing so. defund the police movement?"
0,"Title 42 has fueled the border crisis. In 2019, 7 percent of illegal border crossings were repeated crossings. Today the rate is 27 percent."
0,"Well, one of the things is I'm gonna make sure that the richest among us, who can afford it, pay their fair share in taxes. It is not right that teachers and nurses and firefighters are paying a higher tax rate than billionaires and the biggest corporations. Teachers and nurses and firefighters are paying a higher tax rate than billionaires and the biggest corporations."
0,"But you know, 72 hours, they weren't even in the cone. They were following the weather track and they had to make decisions based on that. Seventy-two hours before the storm, we still were not in the cone."
1,"If you take out a loan, you pay it back. Period. Republican members of Congress whose PPP loans were forgiven."
1,"The enumeration clause of the Constitution requires a count of every individual, not only every citizen."
1,I read the House rules. And as frustrating as it may be to have these hearings going on behind closed doors -the hearings over which Congressman Schiff is presiding -they are consistent with the rules. The House rules permit committee chairs to hold closed hearings on matters of national security or intelligence.
0,"Know what the average salary is? $110,You don't need a college degree. jobs that pay an average of $130,000 a year, many of which do not require a college degree. average salary"" for semiconductor industry jobs is ""$110,You don't need a college degree."
1,Trump flew the anti-Black Lives Matter flag at his rally in Wisconsin. 
1,"If you look at the hospitalizations at Ruby Memorial in West Virginia, and around the country, 90% to 95% of those hospitalized are unvaccinated."
0,"At one time science said, man came from apes. Did it not? If that is true, why are there still apes? Think about it."
1,"Since 2011, the gap in high school graduation rates between African-American students and all students has been cut in half, from 6.4 percent to 3.1 percent."
0,Tim Ryan knows defunding the police is ridiculous. He's brought back $467 million to put good cops on the street. Vance wants to defund law enforcement.
0,anti-America First. gave illegals tuition discounts and made us pay for it. voted to give illegal immigrants a reduced tuition less than what American students had to pay. Pro-Amenesty & Anti-America First. her record shows her true colors: Pro-Amenesty & Anti-America.
0,"As a parent, you do not have the right to abuse your kids. This is cutting off their genitals, this is mutilating these minors, these are irreversible procedures. And this is something that other countries in Europe like Sweden, once they started doing it, they saw it did incalculable damage. They've shut it down. They've shut it down."
1,The diversity visa lottery is plagued by fraud.
1,"We've achieved almost universal health care coverage, and we beat the NRA with tough, tough gun laws in Colorado."
0,"Wisconsin utilities have charged ratepayers more than $9 billion of increases since  The Wisconsin Industrial Energy Group used PSC agendas to calculate $5 billion in approved rate increases since  All items added togetherrate cases, fuel cases, and fuel surcharges  for electric and natural gas utilities equals $5 billion: $3 billion in electric, and $250 million in natural gas."
0,"$5 billion of your taxpayer money is sitting in an account that this current governor is calling a trust fund. That's Iowa's rainy day fund, and it's raining in our state. Between the state surplus and tax relief fund Also known as the Trust Fund we have $3 billion in resources which could be used for state programming. Iowa has $5 billion in a fund called a trust that could, instead, pay for state programs."
1,"I mean, who the hell's in charge here? And now we have tens of thousands of Texans who are essentially homeless and the land office has repaired two--two homes. And we've got folks waking up that have been sleeping in tents and they got snow this morning. People are still sleeping in tents."
1,"Taking into account inflation, the federal minimum wage is actually worth less than what it was worth 50 years ago."
1,"Scott's hospital company stole millions, defrauding the military's health care program."
0,"What they are saying, is that Mike Pence did have the right to change the outcome, and they now want to take that right away. Unfortunately, he didn't exercise that power, he could have overturned the Election!"
0,"Katie Hobbs, my opponent, actually has voted for allowing a baby who survives an abortion, that the hospital would refuse medical care and allow the baby to die on a cold metal tray. Hobbs voted for allowing a baby who survives an abortion  that the hospital would refuse medical care and allow the baby to die on a cold metal tray."
0,The legislature has long maintained that the law never allowed these illegal drop boxes and we're happy to be vindicated by today's decision. He has opposed unsecured drop boxes since they became an issue in the 2020 election. long maintained that the law never allowed these illegal drop boxes.
0,"unprecedented, and practically impossible for any company. A bond of the size set by the Democrat Club-controlled Judge, in Corrupt, Racist Letitia James' unlawful Witch Hunt, is unConstitutional, un-American, unprecedented, and practically impossible for ANY Company, including one as successful as mine. The Bonding Companies have never heard of such a bond, of this size, before, nor do they have the ability to post such a bond, even if they wanted to. Civil and criminal penalties against large publicly traded companies can run in the billions, but the Trump Organization is fairly small. Trump does not have the liquid assets to bring the bond amount down, and real estate is rarely used as collateral because it is very difficult to value certain pieces of property  particularly so with Trump, who is in possession of large estates and golf courses. Moreover, any company that is willing to extend that kind of bond to Trump would likely demand an extremely large fee percentage to take on that risk. The $454 million bond he's been assessed is 'unprecedented, and practically impossible for ANY Company' to pay."
0,"This session, Republicans launched attack after attack on Virginia's public schools, teachers and students. They have repeatedly threatened to defund public education and their budget is proof of their true intentions. The proposed House budget cuts hundreds of millions in funding for public education, including gutting teacher pay raises by 20% and slashing tens of millions in funding for early childhood education. The proposed House budget cuts hundreds of millions in funding for public education"
0,We're not xenophobic. We allow people to come in and work. We grow our economy. Look at China. China's in a situation where they have more retired than working.
